project_number,project_type,project_description,last_reviewed,project_location_clean,Coordinates_lat_lon
OG 11-253,Commercial,"Sign scheme for Jack Wills, retractable awning",2011-09-15T12:00:00Z,1079 wisconsin avenue nw,"(38.904834199999996, -77.06257034810928)"
OG 11-250,Commercial,Sign scheme for Streets of Georgetown,2011-09-15T12:00:00Z,1254 wisconsin avenue nw,"(38.906502450000005, -77.06310426442306)"
OG 11-249,Residence,Replacement fence at rear,2011-09-15T12:00:00Z,2707 p street nw,"(38.909554150000005, -77.05584464779645)"
OG 11-247,Commercial,Fire exit stairs and covered walkway at rear,2011-09-15T12:00:00Z,1564 wisconsin avenue nw,"(38.91044995, -77.06517368805777)"
OG 11-246,Residence,Lattice on top of brick garden wall - existing,2011-09-15T12:00:00Z,3100 p street nw,"(38.909092599999994, -77.06153498968885)"
OG 11-245,Residence,Replace garage door at rear,2011-09-15T12:00:00Z,3010 cambridge place nw,"(38.91115225, -77.05978596768634)"
OG 11-244,Residence,Replacement fence at rear,2011-09-15T12:00:00Z,1729 34th street nw,"(38.91460485, -77.06776566980585)"
OG 11-243,Commercial,Remove chimney and rebuild,2011-09-15T12:00:00Z,1522 wisconsin avenue nw,"(38.909400399999996, -77.06460500008959)"
OG 11-227,Residence,"Demolition of rear apartment wing, alterations concept",2011-09-15T12:00:00Z,3248 n street nw,"(38.9065222, -77.06486002282972)"
OG 11-220,Commercial,Sign scheme for O Salon and businesses at rear,2011-09-15T12:00:00Z,3212 o street nw,"(38.90767795, -77.06402929225914)"
OG 11-191,Dumbarton,Rear addition and alterations concept,2011-09-15T12:00:00Z,1700 wisconsin avenue nw,"(38.91398055, -77.06705654138617)"
OG 11-155,Dumbarton,Sign scheme,2011-09-15T12:00:00Z,2715 q street nw,"(38.9108834, -77.05561764442555)"
OG 11-150,Residence,Rear addition with basement and alterations,2011-09-15T12:00:00Z,1059 thomas jefferson street nw,"(38.9043508, -77.0599693)"
OG 11-075,Residence,Replacement windows - existing - window selection,2011-09-15T12:00:00Z,1572 33rd street nw,"(38.9105684, -77.066277)"
OG 11-242,Residence,Pergola at rear - in progress,2011-07-21T12:00:00Z,1525 32nd street nw,"(38.910031849999996, -77.06361226695267)"
OG 11-241,Residence,Replacement fence,2011-07-21T12:00:00Z,1709 34th street nw,"(38.914158799999996, -77.06770112375477)"
OG 11-240,Residence,One–story rear addition with roof deck,2011-07-21T12:00:00Z,1632 33rd street nw,"(38.91150765, -77.06629095)"
OG 11-239,Tudor,Master Preservation Plan,2011-07-21T12:00:00Z,1644 31st street nw,"(38.911466649999994, -77.06304299995557)"
OG 11-238,Residence,Replace fence with brick garden wall at rear,2011-07-21T12:00:00Z,1521 31st street nw,"(38.909965, -77.06149330241739)"
OG 11-237,Residence,Alterations to front concrete driveway,2011-07-21T12:00:00Z,1699 31st street nw,"(38.91304505, -77.06275978997303)"
OG 11-236,Residence,Replacement windows and doors at rear,2011-07-21T12:00:00Z,1243 33rd street nw,"(38.9064215, -77.06591262540177)"
OG 11-234,Residence,Alterations to window openings on front facade,2011-07-21T12:00:00Z,1621 31st street nw,"(38.91142645, -77.06158995)"
OG 11-233,Residence,2-story rear addition,2011-07-21T12:00:00Z,3026 n street nw,"(38.90668685, -77.06016467684216)"
OG 11-232,Residence,Alterations,2011-07-21T12:00:00Z,3329 q street nw,"(38.910869149999996, -77.0671555529888)"
OG 11-231,Residence,"Replace front door, residence and garage alterations",2011-07-21T12:00:00Z,1306 36th street nw,"(38.907015, -77.07050144866147)"
OG 11-230,Residence,Rear door alterations,2011-07-21T12:00:00Z,1657 32nd street nw,"(38.91219314999999, -77.06387210944938)"
OG 11-229,Residence,Repave driveway and entry walkway - in progress,2011-07-21T12:00:00Z,1671 34th street nw,"(38.912410550000004, -77.06762817723049)"
OG 11-228,Residence,Alterations to window openings on side wall,2011-07-21T12:00:00Z,1315 31st street nw,"(38.907446, -77.06104318133026)"
OG 11-226,Residence,Alterations for new garage door opening,2011-07-21T12:00:00Z,1642 29th street nw,"(38.91193695, -77.05854490938131)"
OG 11-225,Residence,"2-story rear addition, razing of garage and retaining wall",2011-07-21T12:00:00Z,3059 q street nw,"(38.9106728, -77.06144789691133)"
OG 11-224,Residence,"Replacement windows, alterations after lightning/fire",2011-07-21T12:00:00Z,3509 m street nw,"(38.905176749999995, -77.06941206784006)"
OG 11-222,Commercial,"2-Story rear addition, partial demolition",2011-07-21T12:00:00Z,1665 wisconsin avenue nw,"(38.912086900000006, -77.06564568918051)"
OG 11-221,Commercial,1-story rear additions with basement,2011-07-21T12:00:00Z,1328-1336 wisconsin avenue nw,"(38.9074689, -77.0635091)"
OG 11-219,Commercial,Sign scheme for Fuel Pilates,2011-07-21T12:00:00Z,3214 o street nw,"(38.9076524, -77.06409966691493)"
OG 11-218,African,"Alterations, replacement doors, sign, handicapped access ramp, planter wall",2011-07-21T12:00:00Z,1640 wisconsin avenue nw,"(38.91190765, -77.0659262212474)"
OG 11-217,Theatres,Sign scheme for IMAX - options,2011-07-21T12:00:00Z,3111 k street nw,"(38.9027426, -77.0617112)"
OG 11-216,Retail,Sign scheme for Galleries,2011-07-21T12:00:00Z,1662 33rd street nw,"(38.9124192, -77.06628342246125)"
OG 11-215,Retail,"Alterations to storefront, sign scheme for Pinkberry - options",2011-07-21T12:00:00Z,3288 m street nw,"(38.904674400000005, -77.06565249508816)"
OG 11-212,Georgetown,12 antennas for Sprint and equipment shelter behind screen wall,2011-07-21T12:00:00Z,1080 wisconsin avenue nw,"(38.9046729, -77.0629785)"
OG 11-211,Residence,Alterations to openings on rear wall,2011-07-21T12:00:00Z,1338 31st street nw,"(38.90796135, -77.06148142042792)"
OG 11-210,Residence,Wood gates and replacement fence at rear,2011-07-21T12:00:00Z,3315 n street nw,"(38.9069595, -77.0667475)"
OG 11-209,Residence,New dormers at rear,2011-07-21T12:00:00Z,3310 r street nw,"(38.913493700000004, -77.06731594064698)"
OG 11-208,Residence,Replace front stairs and planter,2011-07-21T12:00:00Z,2908 r street nw,"(38.91240245, -77.05863141249972)"
OG 11-207,Retail,"Sign scheme for Brooks Brothers, including awnings with logo",2011-07-21T12:00:00Z,3077 m street nw,"(38.9053736, -77.0610485)"
OG 11-206,Residence,Rear addition at fourth floor level,2011-07-21T12:00:00Z,3624 prospect street nw,"(38.9056907, -77.07102599172345)"
OG 11-205,Commercial,Sign scheme for Bookhill Bistro,2011-07-21T12:00:00Z,1639 wisconsin avenue nw,"(38.9114397, -77.0652692)"
OG 11-204,Commercial,Sign scheme for Estetica Salon & Spa - options,2011-07-21T12:00:00Z,2715 m street nw,"(38.9054046, -77.0565584)"
OG 11-203,Residence,Alterations to rear gate and fences,2011-07-21T12:00:00Z,2728 p street nw,"(38.9092043, -77.0565514)"
OG 11-202,Residence,2-story rear addition with basement,2011-07-21T12:00:00Z,2707 n street nw,"(38.9069951, -77.05613997520467)"
OG 11-201,Residence,Solar panels on roof,2011-07-21T12:00:00Z,3008 p street nw,"(38.9091799, -77.05966182057053)"
OG 11-199,Commercial,"Alterations to storefront, rear addition",2011-07-21T12:00:00Z,1037 33rd street nw,"(38.90465745, -77.0658579148125)"
OG 11-194,Retail,"Sign scheme for Gap / Gap Kids / baby Gap including signs, awnings; alterations",2011-07-21T12:00:00Z,1258 wisconsin avenue nw,"(38.906605, -77.06317283795988)"
OG 11-154,Residence,Replacement brick front stairs,2011-07-21T12:00:00Z,2921 olive street nw,"(38.90620625, -77.05881311395962)"
OG 11-122,Residence,"2-story rear addition with penthouse, basement garage",2011-07-21T12:00:00Z,3333 q street nw,"(38.91088405, -77.06724129557189)"
OG 11-060,Residence,Replacement windows after fire damage,2011-07-21T12:00:00Z,1072 30th street nw,"(38.904596850000004, -77.05931840052372)"
OG 11-214,Residence,Replacement retaining and garden walls at rear,2011-06-16T12:00:00Z,1413 27th street nw,"(38.9088874, -77.05566553034024)"
OG 11-213,Residence,Replacement retaining and garden walls at rear,2011-06-16T12:00:00Z,1411 27th street nw,"(38.90882715, -77.05566282264833)"
OG 11-200,Residence,Replacement windows,2011-06-16T12:00:00Z,3411 o street nw,"(38.9079079, -77.0683259607947)"
OG 11-198,Residence,"Replacement garage structure, raze garage",2011-06-16T12:00:00Z,1699 31st street nw,"(38.91304505, -77.06275978997303)"
OG 11-197,Residence,"Fence, gate, driveway and curb-cut on public space",2011-06-16T12:00:00Z,1699 31st street nw,"(38.91304505, -77.06275978997303)"
OG 11-196,Residence,"Demolish greenhouse, new window opening",2011-06-16T12:00:00Z,1699 31st street nw,"(38.91304505, -77.06275978997303)"
OG 11-194,Retail,"Sign scheme for Gap / Gap Kids including signs, awnings; alterations",2011-06-16T12:00:00Z,1258 wisconsin avenue nw,"(38.906605, -77.06317283795988)"
OG 11-193,Commercial,Sign for Jack Wills,2011-06-16T12:00:00Z,1079 wisconsin avenue nw,"(38.904834199999996, -77.06257034810928)"
OG 11-192,Commercial,Sign for West Elm,2011-06-16T12:00:00Z,3333 m street nw,"(38.9052203, -77.0671637)"
OG 11-190,Georgetown,Repairs and replacement-to-match,2011-06-16T12:00:00Z,3522 n street nw,"(38.906647285714286, -77.06937267346939)"
OG 11-189,Retail,"Alterations to storefront, sign scheme for Athleta",2011-06-16T12:00:00Z,3229 m street nw,"(38.9053503, -77.0638639)"
OG 11-188,Residence,"Alterations, skylight, remove chimney",2011-06-16T12:00:00Z,3309 q street nw,"(38.9109232, -77.0665)"
OG 11-187,Residence,Alterations for new balconies,2011-06-16T12:00:00Z,3245 n street nw,"(38.90700995, -77.06479815117255)"
OG 11-185,Retail,Temporary real estate sign for new building,2011-06-16T12:00:00Z,1855 wisconsin avenue nw,"(38.91616775, -77.06726070879239)"
OG 11-184,Residence,"Replace metal roof, repair wood cornice, soffit and brackets",2011-06-16T12:00:00Z,3013 q street nw,"(38.9107371, -77.0599424)"
OG 11-183,Residence,"Rear additions, alterations to garage door, transom window",2011-06-16T12:00:00Z,3127 p street nw,"(38.909455449999996, -77.06256075640749)"
OG 11-182,Residence,Alterations to masonry openings on side wall,2011-06-16T12:00:00Z,1512 33rd street nw,"(38.9091469, -77.0662569)"
OG 11-181,Commercial,"Sign scheme for Boffi: back-lit sign, window graphics",2011-06-16T12:00:00Z,3320 m street nw,"(38.90493325, -77.06664574184322)"
OG 11-180,Commercial,"Projecting banner for Alessi, existing window graphics",2011-06-16T12:00:00Z,3319 cady's alley nw,"(38.9048105, -77.0667264)"
OG 11-179,Retail,"Sign scheme for Calvin Klein, back-lit transom sign, lettering on glass",2011-06-16T12:00:00Z,3207 m street nw,"(38.9053512, -77.0631963)"
OG 11-178,Mixed-use,"Alterations, replace: windows, doors and roof deck (Fuhgetaboutit New York Pies)",2011-06-16T12:00:00Z,3347 m street nw,"(38.9052385, -77.0677099)"
OG 11-177,Residence,Replacement and extension of rear deck,2011-06-16T12:00:00Z,1524 34th street nw,"(38.90943445, -77.06804001189914)"
OG 11-175,Residence,Alterations to rear,2011-06-16T12:00:00Z,1687 34th street nw,"(38.91302025, -77.06773179790856)"
OG 11-143,African,"Alterations, replacement doors, elevator overrun, sign",2011-06-16T12:00:00Z,1640 wisconsin avenue nw,"(38.91190765, -77.0659262212474)"
OG 11-127,Residence,1-story rear addition,2011-06-16T12:00:00Z,1725 34th street nw,"(38.91450645, -77.06776069485326)"
OG 11-101,Commercial,Projecting banner for Alessi,2011-06-16T12:00:00Z,3303 cady's alley nw,"(38.904738, -77.0661287)"
OG 10-269,Residence,2-story rear additions and alterations,2011-06-16T12:00:00Z,3240 q street nw,"(38.9106232, -77.06553512941434)"
OG 10-054,Tudor,Master Preservation Plan,2011-06-16T12:00:00Z,1644 31st street nw,"(38.911466649999994, -77.06304299995557)"
OG 11-195,Residence,Alterations to masonry openings on side wall,2011-05-19T12:00:00Z,1315 31st street nw,"(38.907446, -77.06104318133026)"
OG 11-186,Residence,Alterations to rear,2011-05-19T12:00:00Z,3026 p street nw,"(38.9091597, -77.0602395)"
OG 11-174,Residence,Iron fence and gates at rear,2011-05-19T12:00:00Z,3050 avon lane nw,"(38.91143635, -77.06130852347272)"
OG 11-173,Residence,"Raise roof, alterations",2011-05-19T12:00:00Z,1621 31st street nw,"(38.91142645, -77.06158995)"
OG 11-172,Retail,"Alterations: metal canopy, storefront, doors, light beacon, rooftop mechanical equipment, paving",2011-05-19T12:00:00Z,1111 34th street nw,"(38.9045713, -77.0675786)"
OG 11-170,Residence,1-story rear addition with basement,2011-05-19T12:00:00Z,3315 r street nw,"(38.9139273, -77.067367)"
OG 11-168,Retail,Replacement standing seam metal roof - existing,2011-05-19T12:00:00Z,1675 wisconsin avenue nw,"(38.91230325, -77.06574593650362)"
OG 11-167,Retail,"Sign scheme for Heiner Contemporary: fascia sign, pole-mounted sign",2011-05-19T12:00:00Z,1675 wisconsin avenue nw,"(38.91230325, -77.06574593650362)"
OG 11-166,Residence,"Replacement fence, light fixtures, gate, planter",2011-05-19T12:00:00Z,3232 reservoir road nw,"(38.9124437, -77.06513661607963)"
OG 11-165,Retail,"Sign scheme for Brooks Brothers, including back-lit signs and awnings",2011-05-19T12:00:00Z,3077 m street nw,"(38.9053736, -77.0610485)"
OG 11-164,Georgetown,Replacement windows,2011-05-19T12:00:00Z,3522 n street nw,"(38.906647285714286, -77.06937267346939)"
OG 11-163,Residence,Replacement 6/6 windows at rear ell,2011-05-19T12:00:00Z,3121 o street nw,"(38.90872295, -77.06212358355305)"
OG 11-161,Gateway,Replacement windows,2011-05-19T12:00:00Z,2500 q street nw,"(38.9101211, -77.05159531758541)"
OG 11-160,Retail,Awning and sign for Ice Berry,2011-05-19T12:00:00Z,1332 wisconsin avenue nw,"(38.9075413, -77.0635987)"
OG 11-159,Residence,"Brick garden walls, remove rear porch, replacement front windows",2011-05-19T12:00:00Z,1733 34th street nw,"(38.9147043, -77.06776382502342)"
OG 11-158,Residence,2-story addition,2011-05-19T12:00:00Z,1415 34th street nw,"(38.908291399999996, -77.06734314960588)"
OG 11-152,Hurt,Alterations for condominiums,2011-05-19T12:00:00Z,3050 r street nw,"(38.912757, -77.06183164624542)"
OG 11-118,Residence,2-story rear addition,2011-05-19T12:00:00Z,3026 n street nw,"(38.90668685, -77.06016467684216)"
OG 10-188,Residence,Parking pad off alley,2011-05-19T12:00:00Z,3012 cambridge place nw,"(38.9110885, -77.05985186689036)"
OG 11-169,Residence,Replacement one-story rear addition,2011-04-21T12:00:00Z,3025 orchard lane nw,"(38.9099009, -77.0601598944985)"
OG 11-156,Residence,Repair windows,2011-04-21T12:00:00Z,3335 dent place nw,"(38.91188605, -77.06736275222781)"
OG 11-151,Residence,Replacement windows and doors at rear,2011-04-21T12:00:00Z,2703 dumbarton street nw,"(38.90783895, -77.05600712748866)"
OG 11-149,Residence,"Replace front door, alterations to window / door openings",2011-04-21T12:00:00Z,1306 36th street nw,"(38.907015, -77.07050144866147)"
OG 11-148,Residence,Alterations to French doors at rear,2011-04-21T12:00:00Z,2706 n street nw,"(38.90674665, -77.05607120017076)"
OG 11-147,Residence,"Replacement rear windows, alterations to rear",2011-04-21T12:00:00Z,1733 34th street nw,"(38.9147043, -77.06776382502342)"
OG 11-146,Residence,"Enclose rear porch, alterations for window wells at rear",2011-04-21T12:00:00Z,1699 31st street nw,"(38.91304505, -77.06275978997303)"
OG 11-145,Residence,"Replacement garage structure, raze garage, 1-story addition to replace greenhouse",2011-04-21T12:00:00Z,1699 31st street nw,"(38.91304505, -77.06275978997303)"
OG 11-144,Condominium,Skylight at penthouse unit,2011-04-21T12:00:00Z,3030 k street nw #305,"(38.902003, -77.060336)"
OG 11-142,Commercial,Alterations to storefront and sign scheme for Michael Kors,2011-04-21T12:00:00Z,3105 m street nw,"(38.9054082, -77.0614319)"
OG 11-141,Commercial,Sign scheme for Rag & Bone,2011-04-21T12:00:00Z,3067 m street nw,"(38.9053596, -77.0609591046381)"
OG 11-140,Commercial,Replacement windows in upper floors,2011-04-21T12:00:00Z,3213 m street nw,"(38.905345499999996, -77.06340050144713)"
OG 11-139,Residence,Replacement fence at rear,2011-04-21T12:00:00Z,2813 n street nw,"(38.907060200000004, -77.05752045640912)"
OG 11-138,Commercial,Sign scheme (back-lit sign) for Mac,2011-04-21T12:00:00Z,1265 wisconsin avenue nw,"(38.9065808, -77.0627174)"
OG 11-137,Georgetown,"Alterations to stained glass windows, foundation /underpinning work",2011-04-21T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 11-135,Residence,Alterations to brick garden wall at rear for parking pad,2011-04-21T12:00:00Z,3026 n street nw,"(38.90668685, -77.06016467684216)"
OG 11-134,Residence,"Enclosure of roof deck at second floor level, replacement windows",2011-04-21T12:00:00Z,1505 35th street nw,"(38.909095300000004, -77.06880042211591)"
OG 11-133,Retail,New storefront for Calvin Klein,2011-04-21T12:00:00Z,3207 m street nw,"(38.9053512, -77.0631963)"
OG 11-132,Residence,Alterations to rear,2011-04-21T12:00:00Z,1249 35th street nw,"(38.90642725, -77.06877963754363)"
OG 11-131,Residence,Alterations to masonry openings,2011-04-21T12:00:00Z,1417 27th street nw,"(38.90896925, -77.05565994765472)"
OG 11-129,Commercial,Sign scheme for Wells Fargo,2011-04-21T12:00:00Z,2901 m street nw,"(38.9053691, -77.058253)"
OG 11-126,Residence,"Replacement windows and replacement fence at rear, repointing",2011-04-21T12:00:00Z,3336 n street nw,"(38.90664545, -77.0675489548556)"
OG 11-123,Residence,1-story rear addition with basement,2011-04-21T12:00:00Z,3203 r street nw,"(38.9139554, -77.0644397451613)"
OG 11-120,Residence,"Replacement garage structure, raze garage, 1-story addition to replace greenhouse",2011-04-21T12:00:00Z,1699 31st street nw,"(38.91304505, -77.06275978997303)"
OG 11-116,Residence,"2-story rear addition with basement, alterations, reconstruction of garage off alley",2011-04-21T12:00:00Z,3411 prospect street nw,"(38.90603345, -77.06825397513417)"
OG 11-104,Commercial,Internally-illuminated sign for 'Parking',2011-04-21T12:00:00Z,2900 k street nw,"(38.9014816, -77.0588124)"
OG 11-095,Residence,Replacement windows,2011-04-21T12:00:00Z,2910 q street nw,"(38.9102815, -77.058653)"
OG 11-086,Georgetown,"3-story rear addition with basement, partial demolition",2011-04-21T12:00:00Z,1215 31st street nw,"(38.905535, -77.061078)"
